Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Group_Check_In,Total_Visits
Fall 2016,7,FEMALE,14,1.727,134,3.336,-1.609,8,Wed,11,Introductory,2020,0,2,1,8
Fall 2016,7,FEMALE,14,3.285,128,3.2,0.085,9,Wed,11,Introductory,2018,0,1,0,8
Fall 2016,7,MALE,16,3.625,125,3.467,0.158,10,Wed,11,Intermediate,2018,0,1,0,25
Fall 2016,7,MALE,16,3.076,128,2.686,0.39,11,Wed,11,Intermediate,2018,0,1,0,12
Fall 2016,7,FEMALE,13,2.8,123,3.552,-0.752,11,Wed,11,Intermediate,2019,0,1,0,41
Fall 2016,7,FEMALE,14,3,46,2.813,0.187,12,Wed,11,Introductory,2018,1,1,0,1
Fall 2016,7,FEMALE,17,4,142,3.811,0.189,13,Wed,11,Introductory,2018,0,1,0,13
Fall 2016,7,FEMALE,9,4,135,3.39,0.61,13,Wed,11,Intermediate,2018,0,1,0,8
Fall 2016,7,MALE,16,3.076,128,2.686,0.39,10,Wed,12,Introductory,2018,0,1,0,12
Fall 2016,7,MALE,16,3.625,125,3.467,0.158,10,Wed,12,Introductory,2018,0,1,0,25
Fall 2016,7,MALE,13,2.076,133,3.039,-0.963,11,Wed,12,Introductory,2020,0,1,0,68
Fall 2016,7,FEMALE,15,3,123,2.291,0.709,12,Wed,12,Introductory,2018,0,2,1,7
Fall 2016,7,FEMALE,14,2.545,125,2.863,-0.318,13,Wed,12,Introductory,2018,0,2,1,27
Fall 2016,7,MALE,18,3.833,138,3.174,0.659,12,Wed,12,Introductory,2018,0,1,0,16
Fall 2016,7,FEMALE,15,3,27,2.467,0.533,9,Wed,12,Introductory,2018,0,1,0,1
Fall 2016,7,MALE,20,2.785,149,3.219,-0.434,10,Wed,12,Introductory,2020,0,1,0,14
Fall 2016,7,FEMALE,17,3.058,128,3.233,-0.175,8,Wed,13,Introductory,2021,0,1,0,18
Fall 2016,7,MALE,20,3,146,3.015,-0.015,8,Wed,13,Introductory,2019,0,1,0,13
Fall 2016,7,FEMALE,16,3.562,135,3.191,0.371,8,Wed,13,Introductory,2018,0,2,1,9
Fall 2016,7,FEMALE,17,2.8,162,2.566,0.234,9,Wed,13,Introductory,2018,0,2,1,6
Fall 2016,7,FEMALE,15,4,126,3.964,0.036,9,Wed,13,Intermediate,2018,0,1,0,7
Fall 2016,7,FEMALE,15,4,122,3.96,0.04,10,Wed,13,Intermediate,2018,0,1,0,10
Fall 2016,7,FEMALE,15,4,125,3.446,0.554,10,Wed,13,Intermediate,2018,0,1,0,10
Fall 2016,7,FEMALE,18,4,132,3.841,0.159,9,Wed,14,Intermediate,2018,0,1,0,18
Fall 2016,7,MALE,17,4,31,4,0,8,Wed,14,Introductory,2017,1,1,0,41
Fall 2016,7,MALE,16,3.625,122,3.428,0.197,9,Wed,14,Introductory,2020,0,1,0,10
Fall 2016,7,FEMALE,17,3.117,124,4,-0.883,10,Wed,14,Introductory,2021,0,1,0,10
Fall 2016,7,MALE,3,0,136,3.186,-3.186,10,Wed,14,Intermediate,2018,0,1,0,35
Fall 2016,7,MALE,14,0,8,1.437,-1.437,11,Wed,14,Introductory,2017,1,1,0,26
Fall 2016,7,MALE,15,2.428,111,2.678,-0.25,11,Wed,14,Introductory,2021,0,1,0,35
Fall 2016,7,FEMALE,15,2.25,91,3.034,-0.784,12,Wed,14,Advanced,2017,0,1,0,1
Fall 2016,7,FEMALE,13,2.8,123,3.552,-0.752,12,Wed,14,Intermediate,2019,0,1,0,41
Fall 2016,7,MALE,16,3.187,119,2.69,0.497,13,Wed,14,Introductory,2017,0,1,0,8
Fall 2016,7,FEMALE,15,3.8,123,3.866,-0.066,14,Wed,15,Introductory,2018,0,1,0,52
Fall 2016,7,FEMALE,16,2.875,126,2.064,0.811,15,Wed,15,Intermediate,2021,0,1,0,3
Fall 2016,7,FEMALE,16,3.812,137,4,-0.188,15,Wed,15,Introductory,2021,0,2,1,8
Fall 2016,7,FEMALE,16,3.625,133,3.373,0.252,16,Wed,15,Introductory,2020,0,2,1,49
Fall 2016,7,MALE,12,4,134,3.218,0.782,12,Wed,15,Advanced,2017,0,1,0,11
Fall 2016,7,FEMALE,17,4,150,4,0,13,Wed,15,Introductory,2018,0,1,0,37
Fall 2016,7,FEMALE,16,2.615,125,3.008,-0.393,12,Wed,15,Intermediate,2020,0,1,0,44
Fall 2016,7,FEMALE,12,3,169,2.726,0.274,13,Wed,15,Introductory,2018,0,1,0,25
Fall 2016,7,MALE,16,2.384,134,2.814,-0.43,14,Wed,15,Introductory,2020,0,1,0,11
Fall 2016,7,FEMALE,15,4,163,3.858,0.142,14,Wed,15,Introductory,2018,0,1,0,16
Fall 2016,7,MALE,15,3.666,123,3.57,0.096,15,Wed,15,Introductory,2020,0,1,0,60
Fall 2016,7,MALE,15,0.8,130,1.921,-1.121,16,Wed,15,Introductory,2018,0,1,0,10
Fall 2016,7,MALE,14,3.2,131,2.955,0.245,15,Wed,16,Advanced,2018,0,2,1,49
Fall 2016,7,FEMALE,15,3.666,125,3.681,-0.015,16,Wed,16,Introductory,2020,0,2,1,15
Fall 2016,7,FEMALE,19,3.769,125,3.775,-0.006,17,Wed,16,Introductory,2018,0,1,0,41
Fall 2016,7,MALE,13,2.153,126,2.616,-0.463,16,Wed,16,Intermediate,2018,0,1,0,5
Fall 2016,7,MALE,15,3.6,122,3.68,-0.08,15,Wed,16,Intermediate,2019,0,1,0,31
Fall 2016,7,FEMALE,17,3.764,123,3.9,-0.136,15,Wed,16,Introductory,2018,0,1,0,21
Fall 2016,7,MALE,13,0,78,1.548,-1.548,15,Wed,16,Introductory,2017,0,1,0,4
Fall 2016,7,FEMALE,20,3.647,82,3.68,-0.033,16,Wed,16,Introductory,2017,0,1,0,11
Fall 2016,7,MALE,16,3.187,131,3.008,0.179,17,Wed,16,Intermediate,2018,0,1,0,3
Fall 2016,7,FEMALE,16,3.25,47,3.136,0.114,17,Wed,16,Introductory,2017,1,2,1,11
Fall 2016,7,FEMALE,16,2.615,125,3.008,-0.393,18,Wed,16,Intermediate,2020,0,2,1,44
Fall 2016,7,MALE,18,4,143,3.722,0.278,18,Wed,16,Introductory,2018,0,1,0,65
Fall 2016,7,FEMALE,15,2.466,123,2.884,-0.418,19,Wed,16,Introductory,2020,0,1,0,14
Fall 2016,7,MALE,16,3.769,107,3.619,0.15,20,Wed,16,Introductory,2021,0,1,0,45
Fall 2016,7,MALE,16,3.923,137,3.755,0.168,21,Wed,16,Introductory,2018,0,1,0,7
Fall 2016,7,FEMALE,14,3.285,128,3.2,0.085,20,Wed,16,Introductory,2018,0,1,0,8
Fall 2016,7,FEMALE,17,3.583,147,3.801,-0.218,19,Wed,16,Introductory,2018,0,1,0,8
Fall 2016,7,MALE,16,3.437,138,3.293,0.144,18,Wed,16,Introductory,2020,0,1,0,21
Fall 2016,7,MALE,12,3.333,203,3.736,-0.403,19,Wed,16,Introductory,2017,0,1,0,31
Fall 2016,7,FEMALE,22,1.857,125,2.606,-0.749,20,Wed,16,Advanced,2021,0,1,0,25
Fall 2016,7,FEMALE,15,3.6,137,3.043,0.557,21,Wed,17,Introductory,2020,0,1,0,2
Fall 2016,7,FEMALE,20,3.058,146,3.44,-0.382,21,Wed,17,Introductory,2020,0,1,0,28
Fall 2016,7,FEMALE,20,3.588,148,3.471,0.117,22,Wed,17,Introductory,2021,0,1,0,40
Fall 2016,7,FEMALE,20,2.692,131,3.208,-0.516,20,Wed,17,Introductory,2018,0,1,0,13
Fall 2016,7,MALE,15,2.333,40,1.8,0.533,19,Wed,17,Introductory,2018,1,1,0,1
Fall 2016,7,FEMALE,13,4,145,3.864,0.136,19,Wed,17,Advanced,2018,0,2,1,9
Fall 2016,7,FEMALE,15,3.266,126,3.727,-0.461,20,Wed,17,Advanced,2018,0,2,1,16
Fall 2016,7,FEMALE,12,2.5,146,2.166,0.334,21,Wed,17,Advanced,2018,0,1,0,13
Fall 2016,7,MALE,14,2.8,127,2.805,-0.005,21,Wed,17,Introductory,2020,0,1,0,2
Fall 2016,7,MALE,13,3,103,2.074,0.926,22,Wed,17,Introductory,2021,0,1,0,5
Fall 2016,7,MALE,18,3.666,159,3.736,-0.07,22,Wed,17,Introductory,2019,0,1,0,71
Fall 2016,7,MALE,15,2.25,129,3.039,-0.789,21,Wed,18,Introductory,2020,0,1,0,51
Fall 2016,7,MALE,18,2.285,134,2.656,-0.371,22,Wed,18,Introductory,2018,0,1,0,13
Fall 2016,7,MALE,21,0,16,0.846,-0.846,21,Wed,18,Introductory,2017,1,1,0,1
Fall 2016,7,FEMALE,18,3.444,134,2.975,0.469,19,Wed,18,Advanced,2019,0,1,0,6
Fall 2016,7,MALE,14,2.785,108,2.677,0.108,20,Wed,18,Introductory,2021,0,1,0,31
Fall 2016,7,FEMALE,15,4,125,3.446,0.554,20,Wed,18,Advanced,2018,0,1,0,10
Fall 2016,7,FEMALE,13,3.692,125,3.172,0.52,21,Wed,18,Advanced,2018,0,1,0,20
Fall 2016,7,FEMALE,13,3,152,3.377,-0.377,22,Wed,18,Advanced,2018,0,2,1,11
Fall 2016,7,MALE,16,3.769,125,4,-0.231,23,Wed,18,Introductory,2021,0,2,1,42
Fall 2016,7,MALE,10,4,141,3.87,0.13,22,Wed,18,Advanced,2017,0,1,0,2
Fall 2016,7,FEMALE,18,3.5,83,3.233,0.267,22,Wed,18,Introductory,2019,0,1,0,1
Fall 2016,7,FEMALE,15,2.75,122,3.189,-0.439,23,Wed,18,Introductory,2018,0,1,0,7
Fall 2016,7,MALE,15,2.25,137,2.722,-0.472,23,Wed,18,Advanced,2018,0,1,0,29
Fall 2016,7,MALE,12,3,69,2.68,0.32,24,Wed,18,Introductory,2019,0,1,0,8
Fall 2016,7,FEMALE,6,0,12,3,-3,24,Wed,19,Advanced,2020,0,2,1,21
Fall 2016,7,MALE,10,2.7,130,3.192,-0.492,25,Wed,19,Advanced,2018,0,2,1,20
Fall 2016,7,FEMALE,13,3.769,107,3.666,0.103,26,Wed,19,Introductory,2021,0,1,0,2
Fall 2016,7,MALE,15,2,125,2.131,-0.131,24,Wed,19,Introductory,2018,0,1,0,5
Fall 2016,7,FEMALE,18,4,33,3.766,0.234,24,Wed,19,Introductory,2017,1,1,0,6
Fall 2016,7,FEMALE,13,3.307,150,3.66,-0.353,19,Wed,19,Introductory,2018,0,1,0,14
Fall 2016,7,FEMALE,16,3.437,127,3.152,0.285,14,Wed,19,Introductory,2018,0,1,0,3
Fall 2016,7,MALE,15,3.066,126,2.686,0.38,15,Wed,19,Advanced,2017,0,1,0,2
Fall 2016,7,MALE,11,3,178,3.121,-0.121,16,Wed,19,Intermediate,2021,0,2,1,8
Fall 2016,7,MALE,15,2.428,111,2.678,-0.25,17,Wed,19,Introductory,2021,0,2,1,35
Fall 2016,7,FEMALE,18,2.285,139,2.019,0.266,18,Wed,19,Advanced,2019,0,1,0,15
Fall 2016,7,FEMALE,15,4,163,3.858,0.142,19,Wed,19,Introductory,2018,0,1,0,16
Fall 2016,7,MALE,15,3.111,122,3.148,-0.037,10,Wed,20,Introductory,2019,0,1,0,37
Fall 2016,7,MALE,18,3.166,152,2.64,0.526,11,Wed,20,Intermediate,2018,0,1,0,15
Fall 2016,7,FEMALE,16,4,142,3.975,0.025,1,Thu,8,Introductory,2020,0,1,0,11
Fall 2016,7,FEMALE,14,4,176,3.625,0.375,1,Thu,9,Introductory,2020,0,1,0,30
Fall 2016,7,MALE,17,3.529,145,3.761,-0.232,2,Thu,9,Introductory,2020,0,1,0,12
Fall 2016,7,MALE,14,2.437,131,2.748,-0.311,3,Thu,9,Intermediate,2017,0,1,0,13
Fall 2016,7,MALE,12,3.5,173,3.304,0.196,4,Thu,9,Introductory,2018,0,1,0,29
Fall 2016,7,FEMALE,16,4,132,3.917,0.083,5,Thu,10,Introductory,2018,0,1,0,15
Fall 2016,7,MALE,13,2.23,28,2.44,-0.21,6,Thu,10,Introductory,2017,1,1,0,11
Fall 2016,7,FEMALE,15,3.733,130,3.344,0.389,6,Thu,10,Introductory,2019,0,1,0,12
Fall 2016,7,FEMALE,18,4,13,4,0,7,Thu,10,Introductory,2019,1,1,0,7
Fall 2016,7,FEMALE,9,4,135,3.39,0.61,8,Thu,10,Intermediate,2018,0,1,0,8
Fall 2016,7,MALE,18,3.666,159,3.736,-0.07,9,Thu,10,Introductory,2019,0,1,0,71
Fall 2016,7,FEMALE,17,4,137,3.486,0.514,10,Thu,10,Introductory,2020,0,1,0,14
Fall 2016,7,MALE,15,3.6,122,3.68,-0.08,11,Thu,11,Intermediate,2019,0,2,1,31
Fall 2016,7,MALE,12,3.25,126,3.409,-0.159,12,Thu,11,Advanced,2019,0,2,1,6
Fall 2016,7,FEMALE,19,3.769,125,3.775,-0.006,12,Thu,11,Introductory,2018,0,1,0,41
Fall 2016,7,MALE,15,2.6,125,2.524,0.076,13,Thu,11,Introductory,2019,0,1,0,32
Fall 2016,7,MALE,16,2.875,0,3.317,-0.442,14,Thu,11,Introductory,2018,0,1,0,49
Fall 2016,7,MALE,16,3.625,125,3.467,0.158,14,Thu,11,Introductory,2018,0,1,0,25
Fall 2016,7,MALE,13,2.076,133,3.039,-0.963,13,Thu,11,Intermediate,2020,0,1,0,68
Fall 2016,7,MALE,16,3.437,123,2.991,0.446,13,Thu,11,Intermediate,2019,0,1,0,36
Fall 2016,7,FEMALE,16,2.5,125,3.204,-0.704,14,Thu,11,Intermediate,2018,0,1,0,2
Fall 2016,7,MALE,15,3.666,123,3.57,0.096,11,Thu,11,Introductory,2020,0,1,0,60
Fall 2016,7,MALE,16,2.714,132,2.681,0.033,12,Thu,11,Introductory,2019,0,1,0,45
Fall 2016,7,FEMALE,28,3.777,128,3.846,-0.069,12,Thu,12,Intermediate,2020,0,1,0,2
Fall 2016,7,FEMALE,18,4,127,4,0,13,Thu,12,Introductory,2021,0,1,0,20
Fall 2016,7,FEMALE,3,4,128,3.045,0.955,9,Thu,12,Intermediate,2017,0,1,0,8
Fall 2016,7,MALE,16,4,134,3.5,0.5,8,Thu,12,Intermediate,2020,0,1,0,20
Fall 2016,7,FEMALE,15,3.733,130,3.344,0.389,8,Thu,12,Introductory,2019,0,1,0,12
Fall 2016,7,FEMALE,16,3.23,123,3.666,-0.436,7,Thu,12,Introductory,2021,0,1,0,7
Fall 2016,7,MALE,17,3.823,124,3.321,0.502,8,Thu,12,Introductory,2020,0,1,0,77
Fall 2016,7,FEMALE,18,3.187,141,3.224,-0.037,8,Thu,13,Introductory,2020,0,1,0,28
Fall 2016,7,FEMALE,14,2.571,95,1.949,0.622,8,Thu,13,Introductory,2020,0,1,0,7
Fall 2016,7,FEMALE,13,0.615,15,1.041,-0.426,9,Thu,13,Introductory,2017,1,1,0,1
Fall 2016,7,MALE,16,4,123,3.918,0.082,10,Thu,13,Intermediate,2018,0,1,0,2
Fall 2016,7,FEMALE,16,3.812,126,3.135,0.677,11,Thu,13,Introductory,2020,0,1,0,20
Fall 2016,7,MALE,16,2.687,138,3.022,-0.335,11,Thu,13,Introductory,2018,0,1,0,62
Fall 2016,7,FEMALE,16,3.076,124,3.547,-0.471,12,Thu,13,Introductory,2018,0,1,0,23
Fall 2016,7,FEMALE,16,2.875,134,3.178,-0.303,13,Thu,13,Introductory,2018,0,2,1,23
Fall 2016,7,MALE,13,2.5,74,2.393,0.107,14,Thu,13,Introductory,2017,0,2,1,12
Fall 2016,7,MALE,15,4,147,3.93,0.07,15,Thu,13,Introductory,2019,0,1,0,34
Fall 2016,7,FEMALE,11,2.5,15,2.333,0.167,16,Thu,13,Introductory,2017,1,1,0,1
Fall 2016,7,FEMALE,15,4,131,4,0,14,Thu,14,Intermediate,2018,0,1,0,2
Fall 2016,7,MALE,15,2.6,146,3.075,-0.475,14,Thu,14,Introductory,2018,0,1,0,13
Fall 2016,7,MALE,15,3.111,122,3.148,-0.037,14,Thu,14,Introductory,2019,0,1,0,37
Fall 2016,7,MALE,14,3.142,158.19,3.106,0.036,13,Thu,14,Introductory,2018,0,1,0,26
Fall 2016,7,FEMALE,15,2.909,125,2.94,-0.031,11,Thu,14,Introductory,2018,0,1,0,3
Fall 2016,7,FEMALE,13,3.23,138,3.783,-0.553,12,Thu,14,Introductory,2018,0,2,1,4
Fall 2016,7,MALE,19,3.625,126,3.494,0.131,13,Thu,14,Introductory,2018,0,2,1,42
Fall 2016,7,MALE,13,2.846,15,2.65,0.196,13,Thu,14,Advanced,2018,0,1,0,32
Fall 2016,7,FEMALE,13,2.538,139,2.48,0.058,14,Thu,14,Intermediate,2018,0,1,0,13
Fall 2016,7,FEMALE,16,3.437,122,4,-0.563,15,Thu,14,Introductory,2021,0,2,1,20
Fall 2016,7,FEMALE,14,3.461,147,3.31,0.151,16,Thu,14,Intermediate,2018,0,2,1,12
Fall 2016,7,MALE,12,2,124,2.343,-0.343,16,Thu,14,Intermediate,2017,0,1,0,11
Fall 2016,7,MALE,15,2.666,133,2.923,-0.257,16,Thu,15,Introductory,2020,0,1,0,11
Fall 2016,7,FEMALE,10,1.4,141,2.25,-0.85,15,Thu,15,Advanced,2021,0,1,0,8
Fall 2016,7,FEMALE,13,3.75,142,2.4,1.35,16,Thu,15,Introductory,2018,0,2,1,59
Fall 2016,7,FEMALE,18,3.666,134,3.911,-0.245,17,Thu,15,Introductory,2018,0,2,1,26
Fall 2016,7,FEMALE,16,4,140,3.909,0.091,17,Thu,15,Introductory,2018,0,1,0,8
Fall 2016,7,FEMALE,15,2.933,124,2.457,0.476,13,Thu,15,Intermediate,2019,0,2,1,12
Fall 2016,7,FEMALE,15,4,154,3.508,0.492,14,Thu,15,Introductory,2020,0,2,1,10
Fall 2016,7,MALE,16,2.538,164,2.814,-0.276,15,Thu,15,Introductory,2018,0,1,0,13
Fall 2016,7,MALE,0,0,143,3.117,-3.117,13,Thu,15,Introductory,2018,0,1,0,11
Fall 2016,7,MALE,12,2.25,136,2.72,-0.47,14,Thu,16,Intermediate,2020,0,2,1,44
Fall 2016,7,MALE,18,3.666,133,3.535,0.131,15,Thu,16,Intermediate,2020,0,2,1,2
Fall 2016,7,MALE,17,3.647,123,3.287,0.36,16,Thu,16,Introductory,2019,0,1,0,14
Fall 2016,7,FEMALE,18,3.4,142,3.466,-0.066,17,Thu,16,Intermediate,2018,0,1,0,8
Fall 2016,7,MALE,14,2.642,124,3.301,-0.659,14,Thu,16,Intermediate,2018,0,2,1,16
Fall 2016,7,MALE,12,3.75,148,3.385,0.365,15,Thu,16,Introductory,2018,0,2,1,8
Fall 2016,7,MALE,10,2.333,139,2.924,-0.591,15,Thu,16,Intermediate,2018,0,1,0,33
Fall 2016,7,MALE,18,4,143,3.722,0.278,16,Thu,16,Introductory,2018,0,1,0,65
Fall 2016,7,FEMALE,18,2,28,2.5,-0.5,14,Thu,16,Introductory,2017,1,1,0,1
Fall 2016,7,FEMALE,22,3.578,143,3.411,0.167,14,Thu,16,Introductory,2020,0,1,0,18
Fall 2016,7,MALE,16,2.687,138,3.022,-0.335,15,Thu,16,Introductory,2018,0,1,0,62
Fall 2016,7,FEMALE,14,1.727,134,3.336,-1.609,16,Thu,16,Introductory,2020,0,1,0,8
Fall 2016,7,MALE,16,3.625,122,3.428,0.197,16,Thu,16,Introductory,2020,0,1,0,10
Fall 2016,7,FEMALE,16,3.625,133,3.373,0.252,17,Thu,17,Introductory,2020,0,1,0,49
Fall 2016,7,MALE,15,3,128,3.094,-0.094,18,Thu,17,Advanced,2017,0,1,0,12
Fall 2016,7,MALE,14,3.2,131,2.955,0.245,17,Thu,17,Intermediate,2018,0,1,0,49
Fall 2016,7,FEMALE,21,3.235,122,3.383,-0.148,18,Thu,17,Introductory,2019,0,1,0,3
Fall 2016,7,FEMALE,13,4,124,4,0,17,Thu,17,Introductory,2021,0,2,1,9
Fall 2016,7,MALE,16,3.437,123,2.991,0.446,18,Thu,17,Introductory,2019,0,2,1,36
Fall 2016,7,MALE,15,4,144,3.377,0.623,19,Thu,17,Introductory,2018,0,1,0,5
Fall 2016,7,FEMALE,13,3.461,122,3.404,0.057,18,Thu,17,Intermediate,2017,0,1,0,11
Fall 2016,7,FEMALE,16,2.769,144,2.854,-0.085,15,Thu,17,Introductory,2018,0,1,0,24
Fall 2016,7,MALE,15,3.5,150,3.256,0.244,13,Thu,18,Advanced,2018,0,1,0,9
Fall 2016,7,FEMALE,17,3.294,134,3.214,0.08,10,Thu,18,Introductory,2018,0,1,0,22
Fall 2016,7,FEMALE,15,2,82,2.328,-0.328,8,Thu,18,Introductory,2017,0,2,1,17
Fall 2016,7,MALE,16,3.307,125,3.213,0.094,9,Thu,18,Introductory,2018,0,2,1,32
Fall 2016,7,MALE,16,3.812,123,3.285,0.527,7,Thu,19,Introductory,2020,0,2,1,20
Fall 2016,7,MALE,16,2.769,125,3.02,-0.251,8,Thu,19,Introductory,2019,0,2,1,9
Fall 2016,7,MALE,13,2.153,126,2.616,-0.463,6,Thu,20,Intermediate,2018,0,1,0,5
Fall 2016,7,FEMALE,19,4,122,4,0,5,Thu,20,Introductory,2021,0,1,0,17
Fall 2016,7,FEMALE,20,3.588,148,3.471,0.117,6,Thu,20,Introductory,2021,0,1,0,40
Fall 2016,7,FEMALE,16,2.875,123,2.658,0.217,7,Thu,20,Introductory,2020,0,1,0,25
Fall 2016,7,FEMALE,9,1,105,1.873,-0.873,8,Thu,20,Intermediate,2021,0,1,0,5
Fall 2016,7,FEMALE,16,3.625,133,3.373,0.252,9,Thu,20,Introductory,2020,0,1,0,49
Fall 2016,7,MALE,17,2.352,182,2.119,0.233,10,Thu,21,Introductory,2018,0,1,0,7
Fall 2016,7,MALE,15,3,139,2.692,0.308,9,Thu,21,Introductory,2020,0,1,0,10
Fall 2016,7,MALE,16,2.714,132,2.681,0.033,1,Fri,8,Introductory,2019,0,1,0,45
Fall 2016,7,MALE,12,3.5,173,3.304,0.196,1,Fri,9,Introductory,2018,0,1,0,29
Fall 2016,7,MALE,17,3.235,122,3.174,0.061,2,Fri,10,Introductory,2019,0,1,0,4
Fall 2016,7,MALE,15,2.6,122,3.034,-0.434,3,Fri,10,Intermediate,2019,0,1,0,1
Fall 2016,7,FEMALE,13,2.615,129,2.8,-0.185,4,Fri,10,Intermediate,2020,0,1,0,3
Fall 2016,7,MALE,15,2.428,111,2.678,-0.25,5,Fri,10,Introductory,2021,0,1,0,35
Fall 2016,7,FEMALE,19,2.75,140,2.512,0.238,6,Fri,10,Intermediate,2017,0,1,0,8
Fall 2016,7,FEMALE,16,4,132,3.917,0.083,3,Fri,11,Introductory,2018,0,1,0,15
Fall 2016,7,MALE,7,3,155,2.18,0.82,4,Fri,11,Introductory,2020,0,1,0,11
Fall 2016,7,FEMALE,16,4,131,3.865,0.135,2,Fri,12,Advanced,2018,0,2,1,7
Fall 2016,7,FEMALE,12,3.166,125,2.947,0.219,3,Fri,12,Advanced,2018,0,2,1,18
Fall 2016,7,MALE,16,3.769,122,3.336,0.433,3,Fri,13,Introductory,2019,0,1,0,1
Fall 2016,7,FEMALE,18,3.187,141,3.224,-0.037,3,Fri,13,Introductory,2020,0,1,0,28
Fall 2016,7,MALE,13,3.769,128,3.588,0.181,4,Fri,13,Introductory,2020,0,1,0,64
Fall 2016,7,MALE,12,1.666,122,2.781,-1.115,4,Fri,15,Introductory,2020,0,1,0,1
Fall 2016,7,FEMALE,12,3,128,3.095,-0.095,5,Fri,15,Introductory,2018,0,1,0,22
Fall 2016,8,MALE,16,3.687,123,3.727,-0.04,1,Tue,17,Introductory,2021,0,1,0,14
Fall 2016,8,FEMALE,12,2.333,170,2.705,-0.372,2,Tue,18,Introductory,2020,0,3,1,16
Fall 2016,8,MALE,16,4,123,4,0,3,Tue,18,Introductory,2021,0,3,1,9
Fall 2016,8,MALE,12,3,122,3.271,-0.271,4,Tue,18,Introductory,2020,0,3,1,18
Fall 2016,8,MALE,18,2.8,165,2.759,0.041,4,Tue,19,Introductory,2019,0,1,0,16
Fall 2016,8,MALE,18,3.6,133,3.015,0.585,2,Tue,19,Introductory,2020,0,1,0,7
Fall 2016,8,MALE,14,2.8,131,2.916,-0.116,1,Tue,21,Advanced,2020,0,2,1,1
Fall 2016,8,FEMALE,15,3.5,126,3.576,-0.076,2,Tue,21,Advanced,2020,0,2,1,14
Fall 2016,8,MALE,17,3.647,132,3.769,-0.122,1,Wed,8,Introductory,2020,0,1,0,30
Fall 2016,8,MALE,16,3.538,129,3.576,-0.038,2,Wed,9,Introductory,2020,0,2,1,27
Fall 2016,8,MALE,17,4,31,4,0,3,Wed,9,Introductory,2017,1,2,1,41
Fall 2016,8,FEMALE,15,3.5,126,3.576,-0.076,4,Wed,9,Advanced,2020,0,1,0,14
Fall 2016,8,FEMALE,16,3.625,133,3.373,0.252,5,Wed,9,Introductory,2020,0,1,0,49
Fall 2016,8,FEMALE,14,4,176,3.625,0.375,6,Wed,9,Introductory,2020,0,1,0,30
Fall 2016,8,MALE,15,3.4,128,3.442,-0.042,5,Wed,10,Advanced,2017,0,2,1,17
Fall 2016,8,MALE,18,2.666,129,2.686,-0.02,6,Wed,10,Advanced,2017,0,2,1,7
Fall 2016,8,FEMALE,16,3.769,129,3.577,0.192,6,Wed,10,Introductory,2020,0,1,0,30
Fall 2016,8,MALE,12,2.25,136,2.72,-0.47,7,Wed,10,Introductory,2020,0,1,0,44
Fall 2016,8,MALE,13,2.076,133,3.039,-0.963,8,Wed,10,Introductory,2020,0,1,0,68
Fall 2016,8,MALE,12,2.75,141,2.601,0.149,9,Wed,10,Introductory,2018,0,1,0,22
Fall 2016,8,FEMALE,14,3.285,128,3.2,0.085,10,Wed,11,Introductory,2018,0,1,0,8
Fall 2016,8,FEMALE,18,3.083,119,2.284,0.799,9,Wed,11,Introductory,2020,0,1,0,5
Fall 2016,8,FEMALE,12,2.5,89,3.317,-0.817,9,Wed,11,Introductory,2017,0,1,0,49
Fall 2016,8,MALE,17,3.235,122,3.174,0.061,9,Wed,11,Introductory,2019,0,1,0,4
Fall 2016,8,MALE,15,3.5,89,3.585,-0.085,10,Wed,12,Advanced,2018,0,1,0,12
Fall 2016,8,MALE,17,4,31,4,0,10,Wed,12,Introductory,2017,1,1,0,41
Fall 2016,8,FEMALE,17,3.058,128,3.233,-0.175,7,Wed,12,Introductory,2021,0,1,0,18
Fall 2016,8,MALE,13,2.846,132,2.472,0.374,8,Wed,12,Introductory,2019,0,1,0,6
Fall 2016,8,FEMALE,16,3,141,2.212,0.788,9,Wed,12,Intermediate,2017,0,1,0,9
Fall 2016,8,FEMALE,17,4,150,4,0,10,Wed,12,Introductory,2018,0,1,0,37
Fall 2016,8,FEMALE,19,3.4,145,3.589,-0.189,7,Wed,13,Introductory,2020,0,1,0,9
Fall 2016,8,MALE,3,0,136,3.186,-3.186,8,Wed,13,Introductory,2018,0,2,1,35
Fall 2016,8,MALE,16,3.812,122,3.601,0.211,9,Wed,13,Introductory,2020,0,2,1,6
Fall 2016,8,MALE,20,3,146,3.015,-0.015,10,Wed,13,Introductory,2019,0,2,1,13
Fall 2016,8,MALE,14,3,44,2.59,0.41,11,Wed,13,Introductory,2017,1,2,1,35
Fall 2016,8,MALE,14,2.785,131,3.149,-0.364,10,Wed,13,Introductory,2018,0,1,0,9
Fall 2016,8,MALE,15,3.2,133,2.629,0.571,11,Wed,13,Introductory,2019,0,2,1,3
Fall 2016,8,MALE,13,1.769,148,2.072,-0.303,12,Wed,13,Introductory,2019,0,2,1,10
Fall 2016,8,FEMALE,20,3.058,146,3.44,-0.382,12,Wed,13,Introductory,2020,0,1,0,28
