Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Group_Check_In,Total_Visits
Spring 2017,12,MALE,15,2.866,149,2.481,0.385,12,Thu,18,Introductory,2018,0,2,1,13
Spring 2017,12,FEMALE,19,2.421,132,3.01,-0.589,13,Thu,18,Introductory,2018,0,2,1,4
Spring 2017,12,FEMALE,16,4,122,4,0,12,Thu,18,Intermediate,2021,0,1,0,4
Spring 2017,12,MALE,15,3.8,128,3.554,0.246,13,Thu,18,Introductory,2020,0,1,0,12
Spring 2017,12,FEMALE,13,2.153,122,2.377,-0.224,14,Thu,18,Introductory,2020,0,1,0,4
Spring 2017,12,MALE,12,2.333,28,2.055,0.278,15,Thu,18,Advanced,2018,1,1,0,22
Spring 2017,12,FEMALE,15,2.416,133,2.857,-0.441,16,Thu,18,Introductory,2018,0,1,0,49
Spring 2017,12,MALE,16,3.25,137,2.521,0.729,17,Thu,18,Introductory,2020,0,1,0,19
Spring 2017,12,MALE,12,1.833,129,2.722,-0.889,16,Thu,19,Introductory,2018,0,1,0,33
Spring 2017,12,FEMALE,13,4,35,4,0,15,Thu,19,Introductory,2017,1,1,0,8
Spring 2017,12,MALE,14,3,44,2.59,0.41,11,Thu,19,Introductory,2017,1,1,0,35
Spring 2017,12,MALE,17,3.571,133,2.978,0.593,11,Thu,19,Intermediate,2018,0,1,0,20
Spring 2017,12,MALE,15,3.111,122,3.148,-0.037,12,Thu,19,Introductory,2019,0,1,0,37
Spring 2017,12,FEMALE,18,3.5,147,3.72,-0.22,12,Thu,20,Introductory,2020,0,1,0,1
Spring 2017,12,MALE,14,3.363,126,3.163,0.2,11,Thu,20,Introductory,2020,0,1,0,1
Spring 2017,12,FEMALE,16,3.75,97,3.292,0.458,11,Thu,20,Introductory,2018,0,1,0,19
Spring 2017,12,FEMALE,15,3.666,151,3.5,0.166,10,Thu,20,Introductory,2021,0,1,0,27
Spring 2017,12,FEMALE,16,2.916,79,2.924,-0.008,10,Thu,20,Introductory,2018,0,1,0,47
Spring 2017,12,MALE,13,2,156,3.048,-1.048,11,Thu,20,Introductory,2021,0,1,0,19
Spring 2017,12,MALE,12,3,122,3.271,-0.271,11,Thu,21,Introductory,2020,0,1,0,18
Spring 2017,12,MALE,13,2.076,146,2.6,-0.524,1,Fri,8,Introductory,2018,0,1,0,5
Spring 2017,12,MALE,12,3,130,2.402,0.598,2,Fri,9,Intermediate,2020,0,1,0,5
Spring 2017,12,FEMALE,24,3.055,163,3.297,-0.242,3,Fri,9,Introductory,2020,0,1,0,22
Spring 2017,12,MALE,16,2.538,164,2.814,-0.276,4,Fri,9,Introductory,2018,0,1,0,13
Spring 2017,12,MALE,17,3.058,153.99,2.837,0.221,4,Fri,10,Introductory,2019,0,1,0,24
Spring 2017,12,MALE,15,3.666,123,3.57,0.096,2,Fri,11,Introductory,2020,0,1,0,60
Spring 2017,12,MALE,12,2.666,163,2.76,-0.094,2,Fri,11,Introductory,2017,0,1,0,58
Spring 2017,12,FEMALE,6,2.5,105,3.265,-0.765,3,Fri,11,Intermediate,2017,0,2,1,5
Spring 2017,12,FEMALE,12,2.5,89,3.317,-0.817,4,Fri,11,Introductory,2017,0,2,1,49
Spring 2017,12,MALE,15,2.916,125,2.792,0.124,5,Fri,11,Introductory,2019,0,1,0,11
Spring 2017,12,MALE,15,3.111,122,3.148,-0.037,4,Fri,12,Introductory,2019,0,2,1,37
Spring 2017,12,MALE,12,4,27,4,0,5,Fri,12,Introductory,2017,1,2,1,34
Spring 2017,12,MALE,14,2.642,104,2.772,-0.13,6,Fri,12,Introductory,2021,0,1,0,20
Spring 2017,12,FEMALE,24,3.4,153,3.431,-0.031,7,Fri,12,Intermediate,2020,0,1,0,83
Spring 2017,12,FEMALE,24,3.055,163,3.297,-0.242,8,Fri,12,Introductory,2020,0,1,0,22
Spring 2017,12,MALE,17,3.666,45,2.656,1.01,9,Fri,12,Introductory,2017,1,1,0,16
Spring 2017,12,FEMALE,16,4,142,3.688,0.312,10,Fri,12,Introductory,2019,0,1,0,35
Spring 2017,12,MALE,17,3.529,124,3.563,-0.034,11,Fri,12,Introductory,2020,0,1,0,24
Spring 2017,12,MALE,15,2.666,133,2.923,-0.257,11,Fri,13,Introductory,2020,0,1,0,11
Spring 2017,12,MALE,12,2.166,93,2.464,-0.298,9,Fri,13,Introductory,2020,0,1,0,14
Spring 2017,12,MALE,12,1.833,129,2.722,-0.889,9,Fri,13,Introductory,2018,0,2,1,33
Spring 2017,12,MALE,15,3.266,132,3.2,0.066,10,Fri,13,Introductory,2018,0,2,1,13
Spring 2017,12,FEMALE,15,2,82,2.328,-0.328,9,Fri,14,Intermediate,2017,0,1,0,17
Spring 2017,12,MALE,16,2.538,164,2.814,-0.276,8,Fri,14,Introductory,2018,0,1,0,13
Spring 2017,12,MALE,13,3.769,128,3.588,0.181,9,Fri,14,Intermediate,2020,0,1,0,64
Spring 2017,12,MALE,14,2.272,141,2.629,-0.357,8,Fri,14,Intermediate,2019,0,1,0,13
Spring 2017,12,MALE,12,2.333,28,2.055,0.278,9,Fri,14,Advanced,2018,1,1,0,22
Spring 2017,12,MALE,13,2.666,28,2.894,-0.228,6,Fri,15,Introductory,2017,1,1,0,2
Spring 2017,12,MALE,17,3.529,124,3.563,-0.034,7,Fri,15,Introductory,2020,0,1,0,24
Spring 2017,12,MALE,13,3.769,128,3.588,0.181,6,Fri,15,Intermediate,2020,0,1,0,64
Spring 2017,12,MALE,15,2.916,125,2.792,0.124,7,Fri,15,Introductory,2019,0,1,0,11
Spring 2017,12,FEMALE,12,2.222,125,2.653,-0.431,7,Fri,15,Introductory,2020,0,1,0,34
Spring 2017,12,FEMALE,20,3.588,148,3.471,0.117,7,Fri,15,Intermediate,2021,0,1,0,40
Spring 2017,12,MALE,10,2.769,137,2.556,0.213,1,Sun,18,Advanced,2017,0,1,0,16
Spring 2017,12,MALE,16,3,131,3.25,-0.25,2,Sun,18,Introductory,2019,0,1,0,3
Spring 2017,12,FEMALE,19,3.769,125,3.775,-0.006,2,Sun,18,Intermediate,2018,0,1,0,41
Spring 2017,12,FEMALE,16,3.769,122,3.682,0.087,3,Sun,18,Introductory,2019,0,1,0,14
Spring 2017,12,MALE,13,3.538,122,3.378,0.16,4,Sun,18,Intermediate,2020,0,1,0,5
Spring 2017,12,FEMALE,14,3.357,123,3.676,-0.319,5,Sun,19,Advanced,2018,0,1,0,21
Spring 2017,12,MALE,19,2.812,128,2.606,0.206,6,Sun,19,Intermediate,2018,0,1,0,8
Spring 2017,12,MALE,18,3.2,122,3.345,-0.145,5,Sun,19,Introductory,2020,0,1,0,9
Spring 2017,12,MALE,15,3.6,122,3.68,-0.08,4,Sun,20,Intermediate,2019,0,1,0,31
Spring 2017,12,FEMALE,12,3.666,131,3.422,0.244,4,Sun,20,Advanced,2017,0,1,0,19
Spring 2017,12,FEMALE,13,3.23,126,2.813,0.417,4,Sun,20,Introductory,2020,0,2,1,1
Spring 2017,12,FEMALE,19,2.555,147,3.543,-0.988,5,Sun,20,Introductory,2021,0,2,1,1
Spring 2017,12,MALE,16,3.8,139,3.593,0.207,5,Sun,20,Introductory,2020,0,1,0,36
Spring 2017,12,MALE,15,4,134,3.505,0.495,5,Sun,21,Intermediate,2018,0,1,0,14
Spring 2017,12,MALE,16,3.812,123,3.285,0.527,6,Sun,21,Intermediate,2020,0,2,1,20
Spring 2017,12,MALE,16,2.812,122,3.009,-0.197,7,Sun,21,Intermediate,2020,0,2,1,8
Spring 2017,13,MALE,15,4,134,3.505,0.495,1,Mon,9,Intermediate,2018,0,1,0,14
Spring 2017,13,MALE,15,3.4,122,3.116,0.284,2,Mon,9,Intermediate,2018,0,1,0,4
Spring 2017,13,FEMALE,15,2.8,163,3.219,-0.419,3,Mon,9,Intermediate,2019,0,1,0,2
Spring 2017,13,MALE,12,2.5,131,2.353,0.147,4,Mon,9,Intermediate,2019,0,1,0,1
Spring 2017,13,FEMALE,16,3.062,128,3.294,-0.232,5,Mon,9,Intermediate,2018,0,1,0,13
Spring 2017,13,MALE,13,3,136,2.992,0.008,6,Mon,9,Intermediate,2018,0,1,0,7
Spring 2017,13,FEMALE,14,3.714,48,4,-0.286,7,Mon,9,Introductory,2020,1,1,0,12
Spring 2017,13,FEMALE,13,2.846,105,3.25,-0.404,5,Mon,10,Introductory,2021,0,1,0,16
Spring 2017,13,FEMALE,14,3.642,126,4,-0.358,6,Mon,10,Introductory,2021,0,1,0,20
Spring 2017,13,MALE,16,3.4,56,3.058,0.342,6,Mon,11,Intermediate,2017,1,1,0,2
Spring 2017,13,MALE,12,4,122,4,0,6,Mon,11,Introductory,2020,0,1,0,29
Spring 2017,13,FEMALE,16,2.666,143,3.353,-0.687,7,Mon,11,Introductory,2020,0,1,0,11
Spring 2017,13,FEMALE,16,4,142,3.688,0.312,8,Mon,11,Introductory,2019,0,1,0,35
Spring 2017,13,MALE,17,3,148,2.812,0.188,9,Mon,12,Introductory,2018,0,2,1,47
Spring 2017,13,MALE,14,2.214,169.02,2.909,-0.695,10,Mon,12,Introductory,2018,0,2,1,34
Spring 2017,13,MALE,13,3.538,122,3.378,0.16,11,Mon,12,Intermediate,2020,0,1,0,5
Spring 2017,13,MALE,15,3.4,122,3.116,0.284,11,Mon,12,Intermediate,2018,0,1,0,4
Spring 2017,13,MALE,16,2.307,120,2.22,0.087,12,Mon,12,Introductory,2021,0,1,0,12
Spring 2017,13,MALE,15,4,134,3.505,0.495,12,Mon,12,Intermediate,2018,0,3,1,14
Spring 2017,13,MALE,14,2.545,135,2.753,-0.208,13,Mon,12,Introductory,2018,0,3,1,31
Spring 2017,13,MALE,16,3.8,139,3.593,0.207,14,Mon,12,Introductory,2020,0,3,1,36
Spring 2017,13,FEMALE,16,3.062,128,3.294,-0.232,15,Mon,12,Intermediate,2018,0,1,0,13
Spring 2017,13,MALE,16,3.812,123,3.285,0.527,16,Mon,12,Intermediate,2020,0,1,0,20
Spring 2017,13,FEMALE,12,2.5,89,3.317,-0.817,17,Mon,12,Introductory,2017,0,1,0,49
Spring 2017,13,MALE,12,2.666,163,2.76,-0.094,16,Mon,12,Introductory,2017,0,1,0,58
Spring 2017,13,FEMALE,15,3.8,62,3.267,0.533,16,Mon,13,Intermediate,2018,1,1,0,5
Spring 2017,13,MALE,13,2.076,133,3.039,-0.963,16,Mon,13,Advanced,2020,0,1,0,68
Spring 2017,13,FEMALE,16,2.625,150,3.605,-0.98,13,Mon,13,Intermediate,2020,0,1,0,7
Spring 2017,13,FEMALE,20,4,131,3.431,0.569,14,Mon,13,Introductory,2020,0,1,0,3
Spring 2017,13,MALE,19,3.375,181,3.253,0.122,14,Mon,13,Introductory,2017,0,2,1,15
Spring 2017,13,MALE,9,4,134,3.175,0.825,15,Mon,13,Introductory,2020,0,2,1,30
Spring 2017,13,MALE,12,2.5,128,2.948,-0.448,15,Mon,13,Intermediate,2018,0,1,0,4
Spring 2017,13,MALE,12,1.25,127,2.081,-0.831,11,Mon,14,Intermediate,2017,0,1,0,9
Spring 2017,13,FEMALE,16,3.769,122,3.682,0.087,8,Mon,14,Introductory,2019,0,1,0,14
Spring 2017,13,MALE,13,3.083,167,3.208,-0.125,9,Mon,14,Introductory,2018,0,1,0,8
Spring 2017,13,FEMALE,15,3.4,143,3.33,0.07,10,Mon,14,Introductory,2021,0,1,0,1
Spring 2017,13,FEMALE,16,2.8,140,2.581,0.219,9,Mon,14,Intermediate,2020,0,1,0,1
Spring 2017,13,FEMALE,17,3.571,133,3.747,-0.176,10,Mon,14,Introductory,2019,0,1,0,5
Spring 2017,13,FEMALE,14,3,157,3.082,-0.082,9,Mon,14,Introductory,2018,0,1,0,20
Spring 2017,13,FEMALE,16,3.375,143,3.572,-0.197,8,Mon,15,Introductory,2021,0,1,0,41
Spring 2017,13,FEMALE,15,3.8,123,3.866,-0.066,9,Mon,15,Introductory,2018,0,1,0,52
Spring 2017,13,MALE,14,1.928,122,3.02,-1.092,10,Mon,15,Advanced,2019,0,1,0,68
Spring 2017,13,MALE,19,2.875,122,2.806,0.069,7,Mon,15,Intermediate,2019,0,1,0,15
Spring 2017,13,FEMALE,17,2.214,142,3.383,-1.169,5,Mon,15,Introductory,2020,0,1,0,9
Spring 2017,13,MALE,17,3.823,124,3.321,0.502,6,Mon,15,Intermediate,2020,0,1,0,77
Spring 2017,13,FEMALE,12,2.5,89,3.317,-0.817,7,Mon,16,Introductory,2017,0,1,0,49
Spring 2017,13,MALE,15,3,122,2.952,0.048,8,Mon,16,Intermediate,2018,0,2,1,6
Spring 2017,13,FEMALE,16,2.5,137,2.873,-0.373,9,Mon,16,Intermediate,2018,0,2,1,13
Spring 2017,13,MALE,15,3.6,122,3.68,-0.08,10,Mon,16,Intermediate,2019,0,1,0,31
Spring 2017,13,FEMALE,17,4,150,4,0,10,Mon,16,Intermediate,2018,0,1,0,37
Spring 2017,13,MALE,13,2,156,3.048,-1.048,11,Mon,16,Introductory,2021,0,1,0,19
Spring 2017,13,MALE,15,2.25,129,3.039,-0.789,11,Mon,16,Intermediate,2020,0,1,0,51
Spring 2017,13,FEMALE,18,3.47,123,3.771,-0.301,7,Mon,17,Introductory,2018,0,1,0,2
Spring 2017,13,MALE,18,4,151,4,0,6,Mon,17,Introductory,2018,0,1,0,9
Spring 2017,13,MALE,15,2.4,125,3.344,-0.944,7,Mon,17,Introductory,2020,0,1,0,26
Spring 2017,13,MALE,9,4,134,3.175,0.825,8,Mon,17,Introductory,2020,0,2,1,30
Spring 2017,13,MALE,12,2.857,147,3.58,-0.723,9,Mon,17,Introductory,2018,0,2,1,14
Spring 2017,13,FEMALE,14,3.571,128,3.265,0.306,9,Mon,17,Introductory,2019,0,1,0,16
Spring 2017,13,MALE,16,3.437,137,3.557,-0.12,7,Mon,17,Intermediate,2018,0,1,0,14
Spring 2017,13,FEMALE,14,3.142,126,3.722,-0.58,7,Mon,18,Advanced,2018,0,2,1,7
Spring 2017,13,FEMALE,18,3.111,139,2.819,0.292,8,Mon,18,Advanced,2017,0,2,1,3
Spring 2017,13,FEMALE,16,4,207,3.864,0.136,9,Mon,18,Advanced,2021,0,3,1,7
Spring 2017,13,FEMALE,16,3.187,124,3.762,-0.575,10,Mon,18,Introductory,2019,0,3,1,20
Spring 2017,13,MALE,17,2.272,122,2.953,-0.681,11,Mon,18,Introductory,2020,0,3,1,25
Spring 2017,13,FEMALE,16,2.916,79,2.924,-0.008,12,Mon,18,Introductory,2018,0,1,0,47
Spring 2017,13,MALE,12,3,122,3.271,-0.271,13,Mon,18,Introductory,2020,0,1,0,18
Spring 2017,13,FEMALE,17,2.857,27,2.708,0.149,14,Mon,18,Introductory,2017,1,1,0,45
Spring 2017,13,FEMALE,12,3.333,151,3.795,-0.462,15,Mon,18,Intermediate,2017,0,1,0,27
Spring 2017,13,MALE,17,3.117,132,2.913,0.204,16,Mon,18,Introductory,2020,0,1,0,42
Spring 2017,13,FEMALE,13,1.846,141,2.656,-0.81,17,Mon,18,Introductory,2018,0,1,0,10
Spring 2017,13,MALE,15,2.428,111,2.678,-0.25,18,Mon,18,Intermediate,2021,0,1,0,35
Spring 2017,13,FEMALE,17,3.235,150,3.407,-0.172,15,Mon,19,Intermediate,2018,0,1,0,7
Spring 2017,13,FEMALE,16,3.437,150,3.115,0.322,15,Mon,19,Intermediate,2018,0,1,0,4
Spring 2017,13,MALE,10,2.7,130,3.192,-0.492,16,Mon,19,Advanced,2018,0,1,0,20
Spring 2017,13,FEMALE,24,3.4,153,3.431,-0.031,16,Mon,19,Intermediate,2020,0,1,0,83
Spring 2017,13,MALE,15,4,156,3.598,0.402,10,Mon,19,Introductory,2019,0,1,0,10
Spring 2017,13,FEMALE,13,3.384,151,3.589,-0.205,10,Mon,19,Advanced,2018,0,1,0,17
Spring 2017,13,FEMALE,13,2.923,40,3.189,-0.266,10,Mon,19,Introductory,2017,1,1,0,6
Spring 2017,13,MALE,15,3.333,120,2.73,0.603,10,Mon,19,Introductory,2021,0,1,0,7
Spring 2017,13,MALE,15,2.4,125,3.344,-0.944,11,Mon,20,Introductory,2020,0,1,0,26
Spring 2017,13,MALE,15,2.6,127,2.514,0.086,6,Mon,20,Introductory,2021,0,1,0,25
Spring 2017,13,MALE,13,3.615,138,3.816,-0.201,4,Mon,20,Introductory,2020,0,1,0,26
Spring 2017,13,FEMALE,15,3.8,124,3.722,0.078,5,Mon,21,Introductory,2021,0,1,0,4
Spring 2017,13,FEMALE,13,2.8,123,3.552,-0.752,1,Tue,8,Intermediate,2019,0,1,0,41
Spring 2017,13,FEMALE,15,2.416,133,2.857,-0.441,2,Tue,9,Introductory,2018,0,1,0,49
Spring 2017,13,MALE,15,2.533,133,2.504,0.029,3,Tue,9,Introductory,2018,0,1,0,26
Spring 2017,13,MALE,14,2.642,124,3.301,-0.659,4,Tue,9,Introductory,2018,0,1,0,16
Spring 2017,13,MALE,15,2.4,125,3.344,-0.944,5,Tue,9,Introductory,2020,0,1,0,26
Spring 2017,13,FEMALE,14,3,138,2.588,0.412,5,Tue,9,Introductory,2020,0,1,0,20
Spring 2017,13,MALE,17,3.117,132,2.913,0.204,3,Tue,10,Introductory,2020,0,1,0,42
Spring 2017,13,MALE,18,2.285,134,2.656,-0.371,4,Tue,10,Introductory,2018,0,1,0,13
Spring 2017,13,FEMALE,15,1.533,76,2.23,-0.697,5,Tue,10,Introductory,2018,0,1,0,4
Spring 2017,13,FEMALE,17,3.764,123,3.9,-0.136,6,Tue,10,Introductory,2018,0,1,0,21
Spring 2017,13,FEMALE,18,3.666,134,3.911,-0.245,7,Tue,10,Introductory,2018,0,1,0,26
Spring 2017,13,FEMALE,15,3.8,124,3.722,0.078,8,Tue,10,Introductory,2021,0,1,0,4
Spring 2017,13,MALE,18,3,126,2.926,0.074,9,Tue,10,Intermediate,2018,0,1,0,2
Spring 2017,13,MALE,15,2.857,128,3.142,-0.285,9,Tue,10,Introductory,2018,0,1,0,9
Spring 2017,13,MALE,12,2.75,141,2.601,0.149,10,Tue,11,Introductory,2018,0,2,1,22
Spring 2017,13,MALE,14,2.214,169.02,2.909,-0.695,11,Tue,11,Intermediate,2018,0,2,1,34
Spring 2017,13,MALE,13,3.769,128,3.588,0.181,9,Tue,11,Intermediate,2020,0,1,0,64
Spring 2017,13,MALE,17,3.529,124,3.563,-0.034,9,Tue,11,Introductory,2020,0,1,0,24
Spring 2017,13,MALE,11,2.666,132,2.427,0.239,10,Tue,11,Introductory,2020,0,1,0,7
Spring 2017,13,MALE,12,2.857,147,3.58,-0.723,11,Tue,11,Introductory,2018,0,1,0,14
Spring 2017,13,FEMALE,16,3.25,123,3.551,-0.301,12,Tue,11,Intermediate,2020,0,1,0,33
Spring 2017,13,MALE,12,1.833,129,2.722,-0.889,13,Tue,12,Intermediate,2018,0,1,0,33
Spring 2017,13,MALE,16,4,125,3.687,0.313,9,Tue,12,Intermediate,2018,0,1,0,2
Spring 2017,13,MALE,15,2.2,144,2.48,-0.28,6,Tue,12,Intermediate,2018,0,1,0,4
Spring 2017,13,MALE,16,3.437,137,3.557,-0.12,6,Tue,12,Intermediate,2018,0,1,0,14
Spring 2017,13,FEMALE,16,3.312,42,3.37,-0.058,7,Tue,12,Intermediate,2017,1,1,0,5
Spring 2017,13,FEMALE,15,3.5,126,3.576,-0.076,8,Tue,13,Introductory,2020,0,1,0,14
Spring 2017,13,MALE,14,2.214,169.02,2.909,-0.695,9,Tue,13,Introductory,2018,0,1,0,34
Spring 2017,13,MALE,12,4,27,4,0,5,Tue,14,Introductory,2017,1,1,0,34
Spring 2017,13,MALE,10,2.5,123,2.905,-0.405,5,Tue,14,Intermediate,2018,0,1,0,7
Spring 2017,13,MALE,17,3.058,129,3.344,-0.286,6,Tue,14,Advanced,2018,0,1,0,5
Spring 2017,13,MALE,19,2.8,43,2.26,0.54,7,Tue,14,Introductory,2018,1,1,0,4
Spring 2017,13,FEMALE,20,4,140,3.97,0.03,8,Tue,14,Introductory,2020,0,1,0,3
Spring 2017,13,MALE,17,3.058,153.99,2.837,0.221,9,Tue,14,Introductory,2019,0,1,0,24
Spring 2017,13,MALE,13,2.076,133,3.039,-0.963,10,Tue,14,Introductory,2020,0,1,0,68
Spring 2017,13,FEMALE,18,2.933,144,3.173,-0.24,10,Tue,14,Intermediate,2018,0,1,0,15
Spring 2017,13,MALE,17,3.823,124,3.321,0.502,11,Tue,15,Introductory,2020,0,2,1,77
Spring 2017,13,FEMALE,16,2.937,155,2.949,-0.012,12,Tue,15,Introductory,2020,0,2,1,60
Spring 2017,13,MALE,13,2,156,3.048,-1.048,11,Tue,15,Introductory,2021,0,1,0,19
Spring 2017,13,FEMALE,12,2.222,125,2.653,-0.431,12,Tue,15,Introductory,2020,0,1,0,34
Spring 2017,13,MALE,12,3,122,3.271,-0.271,8,Tue,15,Introductory,2020,0,1,0,18
Spring 2017,13,FEMALE,18,2.333,172,2.991,-0.658,8,Tue,15,Intermediate,2018,0,3,1,2
Spring 2017,13,FEMALE,14,3,117,3.281,-0.281,9,Tue,15,Introductory,2018,0,3,1,36
Spring 2017,13,FEMALE,18,3.133,125,4,-0.867,10,Tue,15,Introductory,2021,0,3,1,47
Spring 2017,13,MALE,15,3.4,25,3.256,0.144,11,Tue,15,Introductory,2017,1,1,0,19
Spring 2017,13,FEMALE,13,2.769,127,2.888,-0.119,12,Tue,15,Introductory,2018,0,1,0,4
Spring 2017,13,MALE,13,3.461,51,3.026,0.435,12,Tue,15,Introductory,2018,0,3,1,13
Spring 2017,13,FEMALE,24,3.4,153,3.431,-0.031,13,Tue,15,Intermediate,2020,0,3,1,83
Spring 2017,13,FEMALE,24,3.4,153,3.431,-0.031,14,Tue,15,Intermediate,2020,0,3,1,83
Spring 2017,13,FEMALE,15,1.8,68,2.526,-0.726,8,Tue,16,Introductory,2018,0,2,1,9
Spring 2017,13,MALE,14,2.615,131,2.477,0.138,9,Tue,16,Introductory,2019,0,2,1,33
Spring 2017,13,MALE,17,3.823,124,3.321,0.502,10,Tue,17,Introductory,2020,0,1,0,77
Spring 2017,13,FEMALE,15,2.125,79,2.479,-0.354,9,Tue,17,Introductory,2018,0,2,1,1
Spring 2017,13,FEMALE,15,4,124,3.926,0.074,10,Tue,17,Introductory,2020,0,2,1,8
Spring 2017,13,MALE,16,2.153,132,2.795,-0.642,11,Tue,17,Introductory,2021,0,1,0,5
Spring 2017,13,FEMALE,13,2.8,123,3.552,-0.752,11,Tue,17,Intermediate,2019,0,1,0,41
Spring 2017,13,FEMALE,16,3.312,42,3.37,-0.058,10,Tue,17,Advanced,2017,1,1,0,5
Spring 2017,13,FEMALE,18,2.285,139,2.019,0.266,11,Tue,17,Introductory,2019,0,1,0,15
Spring 2017,13,MALE,17,3.117,132,2.913,0.204,12,Tue,17,Introductory,2020,0,1,0,42
Spring 2017,13,MALE,18,2,126,2.466,-0.466,11,Tue,17,Introductory,2018,0,1,0,4
Spring 2017,13,FEMALE,18,3.5,156,0,3.5,11,Tue,17,Introductory,2021,0,1,0,1
Spring 2017,13,MALE,19,2.8,43,2.26,0.54,10,Tue,17,Introductory,2018,1,1,0,4
Spring 2017,13,FEMALE,13,2.923,40,3.189,-0.266,11,Tue,17,Introductory,2017,1,1,0,6
Spring 2017,13,MALE,6,1,56,1.857,-0.857,12,Tue,17,Advanced,2017,1,1,0,3
Spring 2017,13,FEMALE,12,2.5,89,3.317,-0.817,13,Tue,17,Introductory,2017,0,1,0,49
Spring 2017,13,MALE,14,3.428,108,3.531,-0.103,12,Tue,18,Intermediate,2020,0,1,0,1
Spring 2017,13,MALE,6,1.5,148,3.118,-1.618,12,Tue,18,Advanced,2018,0,2,1,6
Spring 2017,13,MALE,19,2.2,128,2.873,-0.673,13,Tue,18,Intermediate,2018,0,2,1,1
Spring 2017,13,MALE,10,2.769,137,2.556,0.213,14,Tue,18,Advanced,2017,0,1,0,16
Spring 2017,13,FEMALE,15,3.8,131,3.369,0.431,14,Tue,18,Introductory,2020,0,1,0,1
Spring 2017,13,FEMALE,13,2.8,123,3.552,-0.752,15,Tue,18,Intermediate,2019,0,1,0,41
Spring 2017,13,MALE,16,3.076,63,2.964,0.112,16,Tue,18,Intermediate,2017,0,1,0,25
Spring 2017,13,FEMALE,17,3,130,3.336,-0.336,12,Tue,18,Intermediate,2018,0,1,0,26
Spring 2017,13,MALE,13,3.615,138,3.816,-0.201,13,Tue,19,Introductory,2020,0,1,0,26
Spring 2017,13,MALE,16,3.25,137,2.521,0.729,13,Tue,19,Introductory,2020,0,1,0,19
Spring 2017,13,FEMALE,16,3.687,133,3.76,-0.073,13,Tue,19,Introductory,2020,0,1,0,24
Spring 2017,13,MALE,12,1.833,129,2.722,-0.889,13,Tue,19,Introductory,2018,0,1,0,33
Spring 2017,13,MALE,14,3.5,133,3.094,0.406,10,Tue,19,Advanced,2018,0,1,0,2
Spring 2017,13,FEMALE,15,3.571,131,3.576,-0.005,11,Tue,19,Introductory,2018,0,1,0,4
Spring 2017,13,FEMALE,6,0,12,3,-3,11,Tue,19,Advanced,2020,0,1,0,21
Spring 2017,13,MALE,17,3.117,132,2.913,0.204,12,Tue,19,Introductory,2020,0,1,0,42
Spring 2017,13,MALE,13,3.615,138,3.816,-0.201,13,Tue,19,Introductory,2020,0,1,0,26
Spring 2017,13,MALE,19,4,183,3.973,0.027,12,Tue,19,Intermediate,2018,0,1,0,12
Spring 2017,13,MALE,17,3.058,129,3.344,-0.286,9,Tue,20,Advanced,2018,0,1,0,5
Spring 2017,13,MALE,15,2.4,125,3.344,-0.944,10,Tue,20,Introductory,2020,0,1,0,26
Spring 2017,13,FEMALE,17,2.857,27,2.708,0.149,9,Tue,21,Introductory,2017,1,1,0,45
Spring 2017,13,FEMALE,16,2.916,79,2.924,-0.008,8,Tue,21,Introductory,2018,0,1,0,47
Spring 2017,13,MALE,13,3.615,138,3.816,-0.201,7,Tue,21,Introductory,2020,0,1,0,26
Spring 2017,13,FEMALE,16,3.375,143,3.572,-0.197,1,Wed,9,Introductory,2021,0,1,0,41
Spring 2017,13,FEMALE,16,3.187,124,3.762,-0.575,2,Wed,9,Introductory,2019,0,2,1,20
Spring 2017,13,FEMALE,14,3.571,128,3.265,0.306,3,Wed,9,Introductory,2019,0,2,1,16
Spring 2017,13,FEMALE,18,2.666,138,3.184,-0.518,4,Wed,9,Intermediate,2018,0,1,0,6
Spring 2017,13,FEMALE,17,2.857,27,2.708,0.149,5,Wed,10,Advanced,2017,1,1,0,45
Spring 2017,13,FEMALE,13,2.333,76,1.82,0.513,4,Wed,10,Introductory,2020,0,1,0,6
Spring 2017,13,MALE,10,4,129,3.42,0.58,4,Wed,10,Intermediate,2018,0,1,0,1
Spring 2017,13,MALE,12,4,122,4,0,5,Wed,10,Introductory,2020,0,1,0,29
Spring 2017,13,FEMALE,12,2.5,89,3.317,-0.817,6,Wed,10,Introductory,2017,0,1,0,49
Spring 2017,13,FEMALE,15,2.5,110,2.184,0.316,4,Wed,11,Introductory,2019,0,1,0,1
Spring 2017,13,MALE,15,3.25,53,3.042,0.208,4,Wed,11,Advanced,2020,0,1,0,11
Spring 2017,13,MALE,12,4,27,4,0,3,Wed,12,Introductory,2017,1,1,0,34
Spring 2017,13,FEMALE,15,2.416,133,2.857,-0.441,4,Wed,12,Introductory,2018,0,1,0,49
Spring 2017,13,FEMALE,18,3,146,2.807,0.193,4,Wed,12,Introductory,2018,0,1,0,7
Spring 2017,13,MALE,16,3.437,122,3.409,0.028,5,Wed,12,Intermediate,2019,0,1,0,22
